关注数,0.18564458598560019
follow_ratio,0.10755765315410673
微博数,0.10298918306894703
simiscore,0.08982725527097538
粉丝数,0.07972951500792282
fan_fan_ave,0.05937391257034575
comment_count,0.04325022401442918
ave_att,0.024150454256294803
ave_comment,0.0220054543936602
most_theme_pct,0.021577186910936925
most_theme_7,0.021516613517986782
att_count,0.021203935683690864
followed_fan_ave,0.02074074168323786
most_theme_5,0.02036394919442113
ave_like,0.019131712057961624
ave_jing,0.017445122409458055
tweet_count,0.01621561639921853
like_count,0.01620325651469274
ave_zhuanfa,0.014791656264367115
jing_count,0.014586757716668713
theme_num,0.013344230907305566
mutual,0.011799925408108442
zhuanfa_count,0.008942074735811113
most_theme_6,0.007470615755077688
has_intro,0.007295066273615148
ave_repost,0.006063223156986705
most_theme_1,0.004847592603464518
most_theme_3,0.004555061428673875
repost_count,0.004087763468543648
most_theme_4,0.0036726253390008032
most_theme_2,0.0030525644002093047
most_theme_0,0.0029872011282614246
most_theme_8,0.0022003824520673287
most_theme_,0.0013768868679520606
url_count,0.0
ave_url,0.0
